Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Metabolism Of RNA R-HSA-8953854	42/666	2.670925528084605e-13	1.9925104439511155e-10	0	0	4.284956264471314	124.05454506186275	LTV1;SMG1;RPL34;RPL36A;ADAR;SMG7;WDR43;METTL14;DHX15;PAPOLA;NUP88;RPL38;RPL37;TNPO1;RPL39;EIF4E;EIF4B;PAIP1;SRRM2;RPL41;NOP58;DIS3;CWC15;DDX52;SUPT5H;UTP18;PATL1;WDR33;LSM8;RPS28;RPS27;XPOT;RPS29;HNRNPH1;CNOT1;MAPKAPK2;RPL22L1;FAM98B;PABPC1;RPS21;PPIL4;CD44
Reactome_2022	L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827	16/108	4.4214705190244765e-11	1.6492085035961297e-08	0	0	10.470635451505016	249.64051019956443	RPL41;RPL34;RPL36A;RPS28;RPS27;RPS29;RPL38;EIF3E;RPL22L1;RPL37;PABPC1;RPL39;RPS21;EIF4E;EIF4B;EIF3A
Reactome_2022	Cap-dependent Translation Initiation R-HSA-72737	16/116	1.3344621308727926e-10	3.318362498770344e-08	0	0	9.629046153846154	218.93872889876064	RPL41;RPL34;RPL36A;RPS28;RPS27;RPS29;RPL38;EIF3E;RPL22L1;RPL37;PABPC1;RPL39;RPS21;EIF4E;EIF4B;EIF3A
Reactome_2022	GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706	15/109	5.25314907791825e-10	9.797123030317536e-08	0	0	9.576915546273332	204.63017674588497	RPL41;RPL34;RPL36A;RPS28;RPS27;RPS29;RPL38;EIF3E;RPL22L1;RPL37;RPL39;RPS21;EIF4E;EIF4B;EIF3A
Reactome_2022	Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957	14/112	7.164370405281226e-09	1.068924064467959e-06	0	0	8.545653123634775	160.26642335834066	RPL41;SMG1;RPL34;RPL36A;SMG7;RPS28;RPS27;RPS29;RPL38;RPL22L1;RPL37;PABPC1;RPL39;RPS21
Reactome_2022	Formation Of A Pool Of Free 40S Subunits R-HSA-72689	13/98	1.1961465984012596e-08	1.304312843598771e-06	0	0	9.127044476327116	166.49167110776932	RPL41;RPL34;RPL36A;RPS28;RPS27;RPS29;RPL38;EIF3E;RPL22L1;RPL37;RPL39;RPS21;EIF3A
Reactome_2022	Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226	17/179	1.2238860462723053e-08	1.304312843598771e-06	0	0	6.314757658893462	115.0463574982116	LTV1;RPL41;NOP58;DIS3;RPL34;RPL36A;DDX52;UTP18;WDR43;RPS28;RPS27;RPS29;RPL38;RPL22L1;RPL37;RPL39;RPS21
Reactome_2022	rRNA Processing In Nucleus And Cytosol R-HSA-8868773	17/189	2.7589836686491945e-08	2.5727522710153736e-06	0	0	5.944570054550675	103.47010664557192	LTV1;RPL41;NOP58;DIS3;RPL34;RPL36A;DDX52;UTP18;WDR43;RPS28;RPS27;RPS29;RPL38;RPL22L1;RPL37;RPL39;RPS21
Reactome_2022	SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	13/108	3.933502298377216e-08	3.0885347242254585e-06	0	0	8.162130937098844	139.17372337530668	RPL41;RPL34;RPL36A;SRP68;RPS28;RPS27;SRP72;RPS29;RPL38;RPL22L1;RPL37;RPL39;RPS21
Reactome_2022	Viral mRNA Translation R-HSA-192823	12/90	4.140126976173537e-08	3.0885347242254585e-06	0	0	9.156418050035072	155.65868827421278	BLOC1S6;RPL41;RPS28;RPS27;RPS29;RPL34;RPL36A;RPL38;RPL22L1;RPL37;RPL39;RPS21
