Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Protein processing in endoplasmic reticulum	47/165	1.5605025470041513e-18	2.906710943060513e-16	0	0	5.932128694046067	243.22631559033763	PPP1R15A;VCP;TRAM1;HSP90AB1;RPN2;PRKCSH;UBE2D2;UBE2D3;RPN1;NGLY1;DERL1;DERL2;RNF5;UBE2J1;HERPUD1;DNAJB1;OS9;CAPN2;UBQLN1;UFD1;CAPN1;SEC63;SKP1;SEC31A;PDIA3;BCAP31;HSPA8;MBTPS1;SEC13;HSPA5;SSR4;SSR2;RAD23A;UBE2G1;RAD23B;DDOST;ERN1;DNAJC3;DNAJC1;DNAJB11;CANX;ERP29;BAX;STUB1;STT3B;CALR;P4HB
KEGG_2019_Human	Ribosome	45/153	2.1139715949531007e-18	2.906710943060513e-16	0	0	6.199	252.28667402043263	RPL4;RPL30;MRPS15;RPL3;RPL32;RPL10;RPLP1;RPL12;RPLP0;RPL11;RPL36A;RPL8;RPS4Y1;RPL6;MRPL10;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS15A;RPS19;RPL18A;RPL14;RPS3;RPL13;RPL18;RPS27A;RPL17;RPS13;RPS12;RPL19;RPS9;RPS7;RPS8;RPS5;RPSA;RPS26;RPS25;RPS28;RPL26;FAU;RPL29;RPL28;RPS23
KEGG_2019_Human	T cell receptor signaling pathway	32/101	1.6895372641344707e-14	1.5487424921232649e-12	0	0	6.843058280835829	217.00526186813215	ITK;GSK3B;PIK3CD;CBLB;PIK3R1;CD3E;CD3D;RELA;MALT1;PPP3R1;PPP3CC;AKT3;AKT1;MAP3K8;FYN;VAV3;JUN;NFATC2;FOS;NFKB1;RHOA;NFKBIA;ZAP70;CD8A;LCK;PRKCQ;GRB2;LCP2;KRAS;CARD11;LAT;NFKBIB
KEGG_2019_Human	B cell receptor signaling pathway	26/71	1.0073241546547777e-13	5.708429629957817e-12	0	0	8.495928552666141	254.2517809479848	GSK3B;IFITM1;CD81;PIK3CD;PIK3R1;RELA;MALT1;PPP3R1;PPP3CC;INPP5D;AKT3;RAC2;AKT1;RAC1;VAV3;JUN;PRKCB;NFATC2;FOS;NFKB1;NFKBIA;KRAS;GRB2;PIK3AP1;CARD11;NFKBIB
KEGG_2019_Human	Th17 cell differentiation	32/107	1.037896296355967e-13	5.708429629957817e-12	0	0	6.293586698337292	188.1556504208322	HSP90AB1;GATA3;CD3E;IL2RG;HIF1A;CD3D;RELA;PPP3R1;PPP3CC;TBX21;JAK3;HLA-DQA1;HLA-DPA1;SMAD2;JUN;TGFB1;STAT3;NFATC2;FOS;NFKB1;RUNX1;TGFBR2;NFKBIA;ZAP70;LCK;HLA-DPB1;HLA-DRA;PRKCQ;HLA-DRB1;LAT;NFKBIB;HLA-DQB1
KEGG_2019_Human	Epstein-Barr virus infection	44/201	6.074911478368289e-13	2.7843344275854665e-11	0	0	4.155208317422495	116.8836780298878	RB1;CDKN1B;TNFAIP3;PIK3CD;PIK3R1;CD3E;CD3D;RELA;PSMD6;PSMD7;AKT3;AKT1;RAC1;CD58;JAK3;HLA-DQA1;HLA-DPA1;PDIA3;MAP2K3;IFNAR2;JUN;GADD45B;STAT3;ADRM1;HLA-B;TAP2;TAP1;HLA-A;IRAK4;NFKB1;HLA-E;TAPBP;NFKBIA;HLA-DPB1;MDM2;HLA-DRA;BAX;CALR;VIM;HLA-DRB1;CD44;IRF9;HLA-DQB1;NFKBIB
KEGG_2019_Human	Human cytomegalovirus infection	46/225	2.394916668741457e-12	9.408601198627151e-11	0	0	3.8117466039871	101.99346796674313	RB1;PTGER4;GSK3B;CCL3L1;CCL4L2;PXN;PIK3CD;PIK3R1;RELA;GNAI2;GNA13;PPP3R1;PPP3CC;GNG2;CCL5;AKT3;RAC2;CCL3;AKT1;RAC1;PDIA3;PRKCB;IL10RA;STAT3;HLA-B;TAP2;NFATC2;TAP1;HLA-A;RHOA;NFKB1;HLA-E;TAPBP;NFKBIA;GNB2;GNB1;RPS6KB2;GNAS;MDM2;CTNNB1;BAX;GRB2;ARHGEF1;KRAS;CALR;PLCB2
KEGG_2019_Human	Antigen processing and presentation	25/77	6.733612648422866e-12	2.2822820558409856e-10	0	0	7.061250757116899	181.6429741520472	HSP90AB1;KIR2DL3;HLA-DQA1;HLA-DPA1;PDIA3;CD74;HSPA8;HSPA5;KLRC2;KLRC3;KLRC4;TAP2;HLA-B;TAP1;HLA-A;KIR3DL2;TAPBP;HLA-E;CD8A;CANX;HLA-DPB1;HLA-DRA;CALR;HLA-DRB1;HLA-DQB1
KEGG_2019_Human	Cellular senescence	37/160	7.469286728206862e-12	2.2822820558409856e-10	0	0	4.443328550932568	113.83906214399424	RB1;PIK3CD;PIK3R1;KIR2DL3;ZFP36L2;RELA;ZFP36L1;PPP1CC;PPP3R1;PPP3CC;RBBP4;RASSF5;AKT3;CAPN2;AKT1;TRPM7;CAPN1;MAP2K3;SMAD2;TGFB1;GADD45B;HLA-B;NFATC2;RRAS2;HLA-A;NFKB1;HIPK3;HLA-E;TGFBR2;PPP1CA;RBL2;MAPKAPK2;MDM2;VDAC2;KRAS;SQSTM1;SLC25A6
KEGG_2019_Human	Human T-cell leukemia virus 1 infection	43/219	4.962296139049062e-11	1.364631438238492e-09	0	0	3.6157920055184434	85.79033293323798	RB1;ITGB2;GPS2;PIK3CD;PIK3R1;CD3E;IL2RG;CD3D;RELA;ANAPC11;PPP3R1;ZFP36;PPP3CC;AKT3;AKT1;TSPO;JAK3;HLA-DQA1;HLA-DPA1;SMAD2;JUN;TGFB1;HLA-B;NFATC2;HLA-A;FOS;NFKB1;HLA-E;TGFBR2;NFKBIA;LCK;CANX;HLA-DPB1;TBPL1;VDAC2;HLA-DRA;BAX;ANAPC5;KRAS;CALR;HLA-DRB1;HLA-DQB1;SLC25A6
KEGG_2019_Human	Human immunodeficiency virus 1 infection	41/212	2.2671665816502896e-10	5.667916454125724e-09	0	0	3.5437197459358125	78.69651867187018	CUL5;PXN;PIK3CD;PIK3R1;CD3E;CD3D;RELA;GNAI2;PPP3R1;PPP3CC;GNG2;AP1G1;AKT3;CFL1;RAC2;AKT1;RAC1;SKP1;AP1M1;PDIA3;MAP2K3;JUN;PRKCB;HLA-B;TAP2;NFATC2;TAP1;HLA-A;FOS;IRAK4;NFKB1;HLA-E;TAPBP;DDB1;NFKBIA;GNB2;GNB1;RPS6KB2;BAX;KRAS;CALR
KEGG_2019_Human	Th1 and Th2 cell differentiation	25/92	4.971395128129963e-10	1.1142972621366486e-08	0	0	5.475966623575038	117.30698070150034	GATA3;CD3E;IL2RG;CD3D;RELA;PPP3R1;PPP3CC;TBX21;JAK3;HLA-DQA1;HLA-DPA1;JUN;NFATC2;FOS;NFKB1;NFKBIA;ZAP70;LCK;HLA-DPB1;HLA-DRA;PRKCQ;LAT;HLA-DRB1;HLA-DQB1;NFKBIB
KEGG_2019_Human	Endocytosis	44/244	5.267587057373248e-10	1.1142972621366486e-08	0	0	3.2542765787370103	69.52527126169255	ARF1;RAB5C;WIPF1;ARPC1B;CLTC;VPS4A;ARPC5L;CLTB;WAS;CBLB;VPS26B;ARRB2;IL2RG;RAB22A;SNX3;SNX1;CAPZB;GRK6;EPS15;SMAD2;GIT2;HSPA8;RAB4A;PDCD6IP;IQSEC1;HLA-B;HLA-A;VPS37B;RHOA;RAB11A;IGF2R;HLA-E;RAB11B;DNM2;TGFBR2;RAB10;ACAP2;ACAP1;MDM2;RAB5A;SMAP1;ARF5;RAB7A;ARF6
KEGG_2019_Human	Natural killer cell mediated cytotoxicity	30/131	9.098527410187314e-10	1.7872107412867937e-08	0	0	4.368332485422456	90.93880271855106	ITGB2;PIK3CD;PIK3R1;KIR2DL3;PPP3R1;KLRK1;PPP3CC;RAC2;FYN;RAC1;IFNAR2;VAV3;KLRC2;PRKCB;KLRC3;HLA-B;NFATC2;BRAF;PTPN11;HLA-A;KIR3DL2;HLA-E;ZAP70;TYROBP;LCK;GRB2;LCP2;KRAS;LAT;CD244
